tweet,text,hashtag,mention,username,like_count,retweet_count,tweet_length,tweet_word_count
world championship knife edge 3 race left ! hear # motogp 's top contender ahead round 19 # australiangp |,world championship knife edge 3 race left ! hear 's top contender ahead round 19 |,motogp australiangp ,,MotoGP,218,22,165,28
stage set return # australiangp 's everything 'll want know today 's pre-event press conference # motogp |,stage set return 's everything 'll want know today 's pre-event press conference |,australiangp  motogp ,,MotoGP,172,20,174,27
phillip island used good track yamaha @ fabioq20 able make australian track secure important point championship ? # australiangp |,phillip island used good track yamaha able make australian track secure important point championship ? |,australiangp ,fabioq20 ,MotoGP,378,45,220,37
try anything silly @ jackmilleraus explains approach ahead first home gp @ ducaticorse factory bike # australiangp |,try anything silly explains approach ahead first home gp factory bike |,australiangp ,jackmilleraus  ducaticorse ,MotoGP,185,16,184,29
"one world champion world championship hopeful @ peccobagnaia getting pointer @ official_cs27 , man certainly know thing two # australiangp # motogp |","one world champion world championship hopeful getting pointer , man certainly know thing two |",australiangp  motogp ,peccobagnaia  official_cs27,MotoGP,232,21,230,35
@ jackmilleraus taking @ aleixespargaro pulling blinder weekend # motogpsocial tested rider aussie slang knowledge watch well ! # australiangp,taking pulling blinder weekend tested rider aussie slang knowledge watch well !,motogpsocial  australiangp ,jackmilleraus  aleixespargaro ,MotoGP,372,42,222,31
nervous thailand ? @ marcmarquez93 open restaurant conversation @ izanguevara28 took opportunity share sage advice # moto3 championship leader # australiangp |,nervous thailand ? open restaurant conversation took opportunity share sage advice championship leader |,moto3  australiangp ,marcmarquez93  izanguevara28 ,MotoGP,237,44,261,39
long wait tomorrow return track # australiangp # motogp,long wait tomorrow return track,australiangp  motogp ,,MotoGP,331,62,114,18
2 point separating # motogp world championship 2 week medium black world champion @ fabioq20 finally speaks # australiangp |,2 point separating world championship 2 week medium black world champion finally speaks |,motogp  australiangp ,fabioq20 ,MotoGP,295,35,184,29
made mistake tyre pressure diego gubellini expands error proved costly @ fabioq20 thailand weighs yamaha realistic chance remainder 2022 # australiangp |,made mistake tyre pressure diego gubellini expands error proved costly thailand weighs yamaha realistic chance remainder 2022 |,australiangp ,fabioq20 ,MotoGP,466,57,242,39
change aero package allowed made weekend team remove side pod wing outside homologation rule # motogp technical director danny aldridge explains # australiangp |,change aero package allowed made weekend team remove side pod wing outside homologation rule technical director danny aldridge explains |,motogp  australiangp ,,MotoGP,271,29,222,38
@ yamahamotogp @ fabioq20 fabio know dunny doughnut,fabio know dunny doughnut,,yamahamotogp  fabioq20 ,MotoGP,132,4,76,14
2020 world champion back good spirit find @ joanmirofficial plan finishing season @ suzukimotogp high sitting last four race # australiangp |,2020 world champion back good spirit find plan finishing season high sitting last four race |,australiangp ,joanmirofficial  suzukimotogp ,MotoGP,240,25,233,39
set-up change reference @ ktm_racing @ _moliveira88 crew chief paul trevathan detail strategy adopted rider second bike disposal # australiangp |,set-up change reference crew chief paul trevathan detail strategy adopted rider second bike disposal |,australiangp ,ktm_racing  _moliveira88 ,MotoGP,155,15,235,35
translation help always useful ! @ izanguevara28 @ marcmarquez93 # australiangp,translation help always useful !,australiangp ,izanguevara28  marcmarquez93   ,MotoGP,3529,532,117,13
"advice @ marcmarquez93 @ izanguevara28 ! 49 point nearest competitor , izan great opportunity become world champion sunday ! # australiangp","advice ! 49 point nearest competitor , izan great opportunity become world champion sunday !",australiangp ,marcmarquez93  izanguevara28,MotoGP,551,108,206,29
"`` dream mine since little kid `` - @ gardnerremy riding home soil reigning world champion , remy looking forward getting stuck around phillip island ! # australiangp","`` dream mine since little kid `` - riding home soil reigning world champion , remy looking forward getting stuck around phillip island !",australiangp ,gardnerremy   ,MotoGP,237,27,226,36
`` sometimes expect u struggle lot reason go better expected `` - @ marcmarquez93 game wait see marc weekend hope competitive # australiangp,`` sometimes expect u struggle lot reason go better expected `` - game wait see marc weekend hope competitive,australiangp ,marcmarquez93   ,MotoGP,732,119,237,41
none better @ jackmilleraus learn fast australia ! aussie crew chief reveal key succeed phillip island ! # australiangp |,none better learn fast australia ! aussie crew chief reveal key succeed phillip island ! |,australiangp ,jackmilleraus ,MotoGP,140,14,199,33
"g'day lad , fancy brushing australian vocabulary join # motogp rider week 's # motogpsocial test aussie slang # australiangp","g'day lad , fancy brushing australian vocabulary join rider week 's test aussie slang",motogp  motogpsocial  australiangp ,,MotoGP,169,30,189,28
`` feel awesome back `` - @ jackmilleraus thriller feeling love back home soil # australiangp,`` feel awesome back `` - thriller feeling love back home soil,australiangp ,jackmilleraus   ,MotoGP,478,45,151,24
took tuesday recover ! congratulation @ jackmilleraus ruby ! # australiangp,took tuesday recover ! congratulation ruby !,australiangp ,jackmilleraus ,MotoGP,486,39,127,16
"`` time deliver , time attack `` - @ aleixespargaro 20 point back , aleix far title fight # australiangp","`` time deliver , time attack `` - 20 point back , aleix far title fight",australiangp ,aleixespargaro   ,MotoGP,221,21,167,27
`` like starting championship `` - @ peccobagnaia almost level top standing @ fabioq20 one pecco watch # australiangp,`` like starting championship `` - almost level top standing one pecco watch,australiangp ,peccobagnaia    fabioq20 ,MotoGP,376,56,215,34
"`` made mistake beginning `` - @ fabioq20 almost two week # thaigp nightmare , fabio explains happened # australiangp","`` made mistake beginning `` - almost two week nightmare , fabio explains happened",thaigp  australiangp ,fabioq20   ,MotoGP,1317,220,174,25
stunning comeback story @ alonsolopez_21 open went sitting sideline returning moto2 winning misano # australiangp |,stunning comeback story open went sitting sideline returning moto2 winning misano |,australiangp ,alonsolopez_21 ,MotoGP,116,13,195,31
"2 point separating top 2 # motogp world championship , return philip island going epic join simon crafar jack appleyard news ahead weekend preview # australiangp","2 point separating top 2 world championship , return philip island going epic join simon crafar jack appleyard news ahead weekend preview",motogp  australiangp ,,MotoGP,126,16,265,46
case need extra help build @ motul # motogpfantasy team weekend look @ tonyarbolino dream team still sign play ! # australiangp,case need extra help build team weekend look dream team still sign play !,motogpfantasy  australiangp ,motul   tonyarbolino ,MotoGP,187,16,244,38
"kicking thursday another # motogppodcast episode ! join u twitch analyse tight # motogp title fight ! contender , chance , point much","kicking thursday another episode ! join u twitch analyse tight title fight ! contender , chance , point much",motogppodcast  motogp ,,MotoGP,108,6,173,28
"past week desperately sad motorcycle racing world today , paddock gathered take moment remember pay tribute phil read victor steeman may rest peace","past week desperately sad motorcycle racing world today , paddock gathered take moment remember pay tribute phil read victor steeman may rest peace",,,MotoGP,1155,143,235,39
join u # australiangp # motogpfantasy preview # moto2 @ tonyarbolino ! sign today play win,join u preview ! sign today play win,australiangp  motogpfantasy  moto2 ,tonyarbolino,MotoGP,164,16,165,21
"# motogp meet australian wildlife morning special visitor maru wildlife shelter , local specie injured require long-term care released back wild cared # australiangp","meet australian wildlife morning special visitor maru wildlife shelter , local specie injured require long-term care released back wild cared",motogp  australiangp ,,MotoGP,511,88,282,42
"ever wondered # motogp , # moto2 # moto3 bike differ ? got covered ! discover feature , including weight , key riding point horsepower comparison","ever wondered , bike differ ? got covered ! discover feature , including weight , key riding point horsepower comparison",motogp moto2  moto3 ,,MotoGP,651,145,220,34
phillip island never short surprise think shine # australiangp ? let u know,phillip island never short surprise think shine ? let u know,australiangp ,,MotoGP,447,27,119,23
@ dhl_motorsports offering chance win 2 vip ticket # motogp race choice 2023 ! answer week 's mechanical motion challenge correctly entered grand prize draw ! # australiangp,offering chance win 2 vip ticket race choice 2023 ! answer week 's mechanical motion challenge correctly entered grand prize draw !,motogp  australiangp ,dhl_motorsports ,MotoGP,198,16,282,42
"battle track # motogp crown ! switching honda yamaha , @ valeyellow46 first title team blue nail-biting last-lap scrap rival sete gibernau ! # australiangp","battle track crown ! switching honda yamaha , first title team blue nail-biting last-lap scrap rival sete gibernau !",motogp  australiangp ,valeyellow46 ,MotoGP,1230,214,247,39
"amazing feeling , something never forget 2014 special home gp @ jackmilleraus ! could 2022 good ? # australiangp","amazing feeling , something never forget 2014 special home gp ! could 2022 good ?",australiangp ,jackmilleraus,MotoGP,427,37,190,30
"one possibility stop career came back early . decision , mistake diving detail two year nearly ended @ marcmarquez93 career # motogp","one possibility stop career came back early . decision , mistake diving detail two year nearly ended career",motogp ,marcmarquez93 ,MotoGP,2178,429,229,37
phillip island law repost @ marcomelandri33 epic powerslide victory # australiangp,phillip island law repost epic powerslide victory,australiangp ,marcomelandri33 ,MotoGP,1594,201,142,19
great way get reacquainted phillip island # australiangp ! thanks joined u ride circuit ! # motogp,great way get reacquainted phillip island ! thanks joined u ride circuit !,australiangp motogp ,,MotoGP,538,55,175,29
"despite tricky first half season , @ peccobagnaia confirms best form life ! @ ducaticorse rider analysis ups & down , title chance open team order future teammate @ bestia23","despite tricky first half season , confirms best form life ! rider analysis ups & down , title chance open team order future teammate",,peccobagnaia  ducaticorse  bestia23 ,MotoGP,567,79,274,45
5 rider within 40 points=straight fire miss # motogppodcast live phillip island tomorrow 15.00 lt ( gmt+11 ) # australiangp,5 rider within 40 points=straight fire miss live phillip island tomorrow 15.00 lt ( gmt+11 ),motogppodcast  australiangp ,,MotoGP,135,14,149,24
"talented welder office aficionado bet know @ gardnerremy , check 10 unknown fact aussie # australiangp |","talented welder office aficionado bet know , check 10 unknown fact aussie |",australiangp ,gardnerremy,MotoGP,160,12,196,32
2001 # australiangp saw @ valeyellow46 pick first premier class world championship ! watch full race youtube channel later today ! # motogp,2001 saw pick first premier class world championship ! watch full race youtube channel later today !,australiangp  motogp ,valeyellow46 ,MotoGP,1264,198,187,27
mullet-wearing @ jackmilleraus hero home 2014 ! dream win home gp count weekend # australiangp |,mullet-wearing hero home 2014 ! dream win home gp count weekend |,australiangp ,jackmilleraus ,MotoGP,239,8,208,37
"one possibility stop career returning early , surgery , pain , uncertainty knowing ever . uncovering secret @ marcmarquez93 two-year nightmare # motogp |","one possibility stop career returning early , surgery , pain , uncertainty knowing ever . uncovering secret two-year nightmare |",motogp ,marcmarquez93 ,MotoGP,374,75,263,41
"day 2003 , new spanish superstar stepped forward # malaysiangp ! @ 26_danipedrosa claimed victory wrap 125cc crown , first three world title legendary career ! # motogp","day 2003 , new spanish superstar stepped forward ! claimed victory wrap 125cc crown , first three world title legendary career !",malaysiangp  motogp ,26_danipedrosa ,MotoGP,626,83,237,38
hefty 49-point lead three round go find need happen @ izanguevara28 crowned # moto3 world champion sunday # australiangp |,hefty 49-point lead three round go find need happen crowned world champion sunday |,moto3  australiangp ,izanguevara28 ,MotoGP,146,18,193,32
miss # motogpfantasy preview moto2 # thaigp winner @ tonyarbolino tomorrow ! tune twitch 14.00 lt ( gmt+11 ) # australiangp,miss preview moto2 winner tomorrow ! tune twitch 14.00 lt ( gmt+11 ),motogpfantasy  thaigp  australiangp ,tonyarbolino ,MotoGP,126,14,149,23
"reigning world champion , currently break social medium , face press first time disastrous # thaigp # australiangp |","reigning world champion , currently break social medium , face press first time disastrous |",thaigp  australiangp ,,MotoGP,423,47,182,29
"new rear tyre @ jackmilleraus , please ! # australiangp","new rear tyre , please !",australiangp ,jackmilleraus,MotoGP,1735,164,86,10
"love scene @ jackmilleraus @ bradbinder_33 along @ gardnerremy led spectacular parade san remo park way racetrack ! feel good back , phillip island ! # australiangp","love scene along led spectacular parade san remo park way racetrack ! feel good back , phillip island !",australiangp ,jackmilleraus  bradbinder_33  gardnerremy ,MotoGP,669,70,251,39
heading @ jackmilleraus home gp first time since 2019 ! happy # wheeliewednesday aussie !,heading home gp first time since 2019 ! happy aussie !,wheeliewednesday ,jackmilleraus ,MotoGP,1537,87,148,22
"time head phillip island ! @ jackmilleraus , @ bradbinder_33 @ gardnerremy lead fan around circuit ! # australiangp","time head phillip island ! , lead fan around circuit !",australiangp ,jackmilleraus bradbinder_33  gardnerremy ,MotoGP,347,53,183,26
street art burnouts melbourne ac/dc lane : perfect combination welcome @ jackmilleraus @ gardnerremy home day yet two local hero ! # motogp # australiangp,street art burnouts melbourne ac/dc lane : perfect combination welcome home day yet two local hero !,motogp  australiangp ,jackmilleraus  gardnerremy ,MotoGP,563,66,233,35
@ jackmilleraus @ gardnerremy surely know make entrance street melbourne # australiangp,surely know make entrance street melbourne,australiangp ,jackmilleraus  gardnerremy ,MotoGP,2188,222,141,20
g day melbourne ! time enjoy impressive street art # australiangp,g day melbourne ! time enjoy impressive street art,australiangp ,,MotoGP,714,50,120,18
"great sadness learned passing worldssp 300 rider victor steeman within motogp family send condolence family , friend team victor difficult time ride peace , victor","great sadness learned passing worldssp 300 rider victor steeman within motogp family send condolence family , friend team victor difficult time ride peace , victor",,,MotoGP,1297,148,238,41
# vivamiller # vivathemillers life good @ jackmilleraus # motogp |,life good |,vivamiller  vivathemillers  motogp ,jackmilleraus ,MotoGP,355,16,103,13
returning home original miller taxi ! business pretty good since # australiangp,returning home original miller taxi ! business pretty good since,australiangp ,,MotoGP,1306,145,138,21
back 2019 maverick took pole phillip island ! time guess year # australiangp pole lap time want win amazing prize thanks @ tissot,back 2019 maverick took pole phillip island ! time guess year pole lap time want win amazing prize thanks,australiangp ,tissot ,MotoGP,412,45,256,45
"enjoy poetry @ official_cs27 @ jackmilleraus , past present australian hero , stoner corner # australiangp","enjoy poetry , past present australian hero , stoner corner",australiangp ,official_cs27  jackmilleraus,MotoGP,867,105,168,22
# motogp spain staying dazn 2027 article |,spain staying dazn 2027 article |,motogp ,,MotoGP,183,13,85,14
# icymi @ tetsuta45 step replace injured compatriot @ takanakagami30 check latest update recovery japanese rider # australiangp |,step replace injured compatriot check latest update recovery japanese rider |,icymi  australiangp ,tetsuta45  takanakagami30 ,MotoGP,243,28,204,31
"different , special feeling , better europe hear @ peccobagnaia , @ johannzarco1 , @ frankymorbido12 champion crowned flyaways recall best memory # motogp |","different , special feeling , better europe hear , , champion crowned flyaways recall best memory |",motogp ,peccobagnaia johannzarco1 frankymorbido12 ,MotoGP,166,12,241,32
better situation @ fabioq20 - @ peccobagnaia pecco target sight ! still hunt 2022 speed towards conclusion ! # motogp |,better situation - pecco target sight ! still hunt 2022 speed towards conclusion ! |,motogp ,fabioq20  peccobagnaia  ,MotoGP,358,30,200,33
"hugh anderson , first world champion new zealand week blog , nick harris remembers successful career brand-new # motogplegend # motogp |","hugh anderson , first world champion new zealand week blog , nick harris remembers successful career brand-new |",motogplegend  motogp ,,MotoGP,181,10,205,31
heading one picturesque venue # motogp calendar book accommodation stay close track live full experience # australiangp |,heading one picturesque venue calendar book accommodation stay close track live full experience |,motogp  australiangp ,,MotoGP,117,6,213,35
first match point incoming @ izanguevara28 spaniard make 49-point lead win # moto3 title phillip island ? let u know thought # australiangp,first match point incoming spaniard make 49-point lead win title phillip island ? let u know thought,moto3  australiangp ,izanguevara28 ,MotoGP,289,13,193,34
front tyre pointing towards tasmania ! still wrap head around epic t10 save @ marcmarquez93 2019 # australiangp,front tyre pointing towards tasmania ! still wrap head around epic t10 save 2019,australiangp ,marcmarquez93 ,MotoGP,1488,162,182,27
quite striking start back 2019 ! @ valeyellow46 led way beginning 400th grand prix @ petrux9 suffered vicious highside took @ fabioq20 # australiangp,quite striking start back 2019 ! led way beginning 400th grand prix suffered vicious highside took,australiangp ,valeyellow46  petrux9  fabioq20 ,MotoGP,1343,146,213,34
"crushing end maverick vinales race back 2019 ! one year making history phillip island , spaniard crashed last lap @ marcmarquez93 cruised 55th # motogp win # australiangp","crushing end maverick vinales race back 2019 ! one year making history phillip island , spaniard crashed last lap cruised 55th win",motogp  australiangp ,marcmarquez93 ,MotoGP,1167,142,248,40
full hot topic version yt miss !,full hot topic version yt miss !,,,MotoGP,108,8,82,14
back phillip island three long year excited ! warm # australiangp hot topic !,back phillip island three long year excited ! warm hot topic !,australiangp ,,MotoGP,677,49,165,27
"fight crown reach fever pitch five title contender , track record phillip island someone else side buckle # australiangp preview ! # motogp |","fight crown reach fever pitch five title contender , track record phillip island someone else side buckle preview ! |",australiangp  motogp ,,MotoGP,357,49,230,37
"# motogp rider demanding , physically also mentally occasion # worldmentalhealthday maverick open thanks professional help learnt manage pressure , good bad result","rider demanding , physically also mentally occasion maverick open thanks professional help learnt manage pressure , good bad result",motogp  worldmentalhealthday ,,MotoGP,765,112,259,40
childhood dream come true ducati ambition hear @ marco12_b open career far # motogp |,childhood dream come true ducati ambition hear open career far |,motogp ,marco12_b ,MotoGP,149,9,146,24
race week ! time friendly reminder : make sure set alarm follow # australiangp sunday !,race week ! time friendly reminder : make sure set alarm follow sunday !,australiangp ,,MotoGP,1172,163,147,24
paddock gearing epic return phillip island check # australiangp time schedule miss single bit action ! # motogp |,paddock gearing epic return phillip island check time schedule miss single bit action ! |,australiangp  motogp ,,MotoGP,208,14,188,33
"first premier class title @ lorenzo99 ! day 12 year ago , 99 triumphed sepang ! # malaysiangp","first premier class title ! day 12 year ago , 99 triumphed sepang !",malaysiangp ,lorenzo99,MotoGP,730,71,146,23
buon compleanno @ fabiodiggia49 hope fab-ulous day ! join u wishing @ gresiniracing rider happy birthday today # motogp,buon compleanno hope fab-ulous day ! join u wishing rider happy birthday today,motogp ,fabiodiggia49  gresiniracing ,MotoGP,1095,62,174,26
one greatest track world phillip island # australiangp,one greatest track world phillip island,australiangp ,,MotoGP,4207,359,102,15
congratulation @ max33verstappen truly dominant season ! joining great two-time @ f1 world champion ! # 2themax,congratulation truly dominant season ! joining great two-time world champion !,2themax,max33verstappen  f1 ,MotoGP,4314,356,129,19
"time head land ! phillip island , finally back ! # australiangp","time head land ! phillip island , finally back !",australiangp ,,MotoGP,1134,137,122,19
enjoying best # moto3 season date ! @ riccardorossi54 proving growing star track ! # motogp,enjoying best season date ! proving growing star track !,moto3  motogp ,riccardorossi54 ,MotoGP,327,32,154,25
"dancing rain thailand ! head australia , rewind dramatic battle buriram ! # motogp","dancing rain thailand ! head australia , rewind dramatic battle buriram !",motogp ,,MotoGP,960,198,140,22
,,,,MotoGP,236,13,5,1
rain thunder head rewind soaking # thaigp ! # motogp |,rain thunder head rewind soaking ! |,thaigp motogp ,,MotoGP,169,9,115,19
"new zealand first , far , grand prix motorcycle racing world champion ! hugh anderson latest name added hall fame # motogplegend","new zealand first , far , grand prix motorcycle racing world champion ! hugh anderson latest name added hall fame",motogplegend ,,MotoGP,336,27,192,31
"new zealander four-time world champion hugh anderson officially inducted # motogplegend congratulation achievement , hugh ! # motogp |","new zealander four-time world champion hugh anderson officially inducted congratulation achievement , hugh ! |",motogplegend  motogp ,,MotoGP,150,12,165,25
chat storm sneak @ jackmilleraus @ peccobagnaia conversation title chance # thaigp winner @ _moliveira88,chat storm sneak conversation title chance winner,thaigp ,jackmilleraus  peccobagnaia  _moliveira88 ,MotoGP,2490,312,181,25
"golf buggy crash , muddy celebration new superhero # thaigp dished quite funny moment ! dare try laugh","golf buggy crash , muddy celebration new superhero dished quite funny moment ! dare try laugh",thaigp ,,MotoGP,433,68,173,30
"miller , mathematician @ jackmilleraus , title charge still alive head home race # motogp","miller , mathematician , title charge still alive head home race",motogp ,jackmilleraus,MotoGP,1194,129,144,22
true giant grand prix racing remember phil read - prince speed,true giant grand prix racing remember phil read - prince speed,,,MotoGP,385,34,105,17
"bumper episode battle ! plenty action squeeze one aragon , motegi buriram ! # motogp |","bumper episode battle ! plenty action squeeze one aragon , motegi buriram ! |",motogp ,,MotoGP,163,12,166,27
"motogp saddened learn passing phil read 7-time world champion , phil helped elevate sport new level impact motorcycle racing community never forgotten . thought family friend . rest peace , phil","motogp saddened learn passing phil read 7-time world champion , phil helped elevate sport new level impact motorcycle racing community never forgotten . thought family friend . rest peace , phil",,,MotoGP,2164,288,300,51
"wheelies , stoppies belly slide next evolution @ jackmilleraus celebration ! # thaigp","wheelies , stoppies belly slide next evolution celebration !",thaigp ,jackmilleraus ,MotoGP,1551,163,131,17
tense scene pramac box post-race sunday # thaigp,tense scene pramac box post-race sunday,thaigp ,,MotoGP,1137,120,93,14
closest look paddock life get ! help @ 2wheelsforlife keep fantastic work bidding win two # malaysiangp vip paddock pass !,closest look paddock life get ! help keep fantastic work bidding win two vip paddock pass !,malaysiangp ,2wheelsforlife ,MotoGP,201,11,176,31
"look like everything getting better , happy hear latest news doctor following check missing last four race , @ joanmirofficial hopeful make # motogp return australia # motogp |","look like everything getting better , happy hear latest news doctor following check missing last four race , hopeful make return australia |",motogp  motogp ,joanmirofficial ,MotoGP,262,25,277,45
"take opportunity prove 2020 hopeful rebooting motogp career , @ alexmarquez73 reflects switching honda desmosedici 2023 # motogp | @ dazn_es","take opportunity prove 2020 hopeful rebooting motogp career , reflects switching honda desmosedici 2023 |",motogp ,alexmarquez73  dazn_es ,MotoGP,255,21,253,44
"# moto3 world champion crowned # australiangp ? advantage 49 point , @ izanguevara28 first match point phillip island ! # motogp |","world champion crowned ? advantage 49 point , first match point phillip island ! |",moto3  australiangp  motogp ,izanguevara28 ,MotoGP,253,16,206,33
anything happen 8c cold wind phillip island sit back enjoy @ jackmilleraus @ peccobagnaia chat title chance # thaigp winner @ _moliveira88 # motogp |,anything happen 8c cold wind phillip island sit back enjoy chat title chance winner |,thaigp  motogp ,jackmilleraus  peccobagnaia  _moliveira88 ,MotoGP,309,19,227,34
agree team order ?,agree team order ?,,,MotoGP,1630,90,33,7
spinning rear keeping cool ! watch awe different angle @ tonyarbolino produced outstanding comeback field treacherous condition # moto2 race ! # thaigp,spinning rear keeping cool ! watch awe different angle produced outstanding comeback field treacherous condition race !,moto2  thaigp ,tonyarbolino ,MotoGP,384,34,248,37
two new exciting competition # roadtomotogp expands latin america ! detail ! # motogp |,two new exciting competition expands latin america ! detail ! |,roadtomotogp  motogp ,,MotoGP,241,17,146,22
@ worldsbk star kohta nozane return # moto2 ten year # motogp |,star kohta nozane return ten year |,moto2  motogp ,worldsbk ,MotoGP,481,60,105,16
"abusive behaviour must tolerated . statement championship incident occurred 2019 thai gp involving dispute moto3 rider member team , seen physically assaulting # motogp","abusive behaviour must tolerated . statement championship incident occurred 2019 thai gp involving dispute moto3 rider member team , seen physically assaulting",motogp  ,,MotoGP,698,100,277,44
well-deserved promotion ! # moto3 title-favourite @ izanguevara28 race # moto2 next year @ asparteam # motogp |,well-deserved promotion ! title-favourite race next year |,moto3  moto2  motogp ,izanguevara28  asparteam ,MotoGP,404,59,157,22
splash-tastic ! yet another rain masterwork @ _moliveira88 # thaigp,splash-tastic ! yet another rain masterwork,thaigp ,_moliveira88 ,MotoGP,3895,328,106,12
"used seeing race red-flagged big crash also due heavy rain happened weekend specific scenario , re-join race ? mike webb answer","used seeing race red-flagged big crash also due heavy rain happened weekend specific scenario , re-join race ? mike webb answer",,,MotoGP,501,50,233,42
kicking wednesday throwing front wheel happy # wheeliewednesday everyone @ rins42 ! # thaigp,kicking wednesday throwing front wheel happy everyone !,wheeliewednesday  thaigp ,rins42,MotoGP,1130,68,136,17
p17 p7 p20 p8 maverick @ alexmarquez73 mission sunday # thaigp |,p17 p7 p20 p8 maverick mission sunday |,thaigp ,alexmarquez73 ,MotoGP,301,37,122,23
rain came drama ! # thaigp saw plenty action championship change another wet weather masterclass miguel # motogp,rain came drama ! saw plenty action championship change another wet weather masterclass miguel,thaigp  motogp ,,MotoGP,435,40,179,28
seems @ 88jorgemartin might taken different approach overtaking @ peccobagnaia # thaigp podium medium |,seems might taken different approach overtaking podium medium |,thaigp ,88jorgemartin  peccobagnaia ,MotoGP,273,16,160,24
mandalika buriram ! one man stood wet weather condition 2022 ! @ _moliveira88 - rain master ! # thaigp,mandalika buriram ! one man stood wet weather condition 2022 ! - rain master !,thaigp ,_moliveira88 ,MotoGP,1393,175,173,27
beloved @ petrux9 returned # motogp paddock @ joanmirofficial replacement # thaigp italian took chequered flag 20th enjoying full weekend suited blue riding gsx-rr # motogp |,beloved returned paddock replacement italian took chequered flag 20th enjoying full weekend suited blue riding gsx-rr |,motogp  thaigp  motogp ,petrux9  joanmirofficial ,MotoGP,430,24,252,38
lot good doggos even turtle parrot # motogp rider love furry friend # worldanimalday,lot good doggos even turtle parrot rider love furry friend,motogp  worldanimalday ,,MotoGP,909,124,146,23
"used seeing race red-flagged big crash also due heavy rain happened weekend specific scenario , re-join race ? mike webb answer # motogp |","used seeing race red-flagged big crash also due heavy rain happened weekend specific scenario , re-join race ? mike webb answer |",motogp ,,MotoGP,138,10,247,45
"show must go , rain shine ! nick harris take look back historic gps rain-disrupted race week blog blog |","show must go , rain shine ! nick harris take look back historic gps rain-disrupted race week blog blog |",,,MotoGP,149,11,173,31
wondering feel like race # motogp bike wet condition ? get idea jumping @ bradbinder_33 ktm rc-16 ! watch # thaigp opening lap onboard full 360 ! # motogp |,wondering feel like race bike wet condition ? get idea jumping ktm rc-16 ! watch opening lap onboard full 360 ! |,motogp  thaigp  motogp ,bradbinder_33 ,MotoGP,181,15,246,43
rider impressed triple-header ?,rider impressed triple-header ?,,,MotoGP,606,23,64,10
dancing rain 200mph ! better way put end # thaigp watching rider slow motion,dancing rain 200mph ! better way put end watching rider slow motion,thaigp ,,MotoGP,2531,382,153,28
"beef rider , spicy prediction sweet friendship message check # thaigp served u dramatic race # motogp |","beef rider , spicy prediction sweet friendship message check served u dramatic race |",thaigp  motogp ,,MotoGP,195,12,176,27
whirlwind emotion last lap enjoy thrilling finale # moto3 race @ dennisfoggia71 cruised victory fiery battle 4th unfolded # thaigp |,whirlwind emotion last lap enjoy thrilling finale race cruised victory fiery battle 4th unfolded |,moto3  thaigp ,dennisfoggia71 ,MotoGP,123,7,209,35
"rain , pours downbeat @ fabioq20 felt owed apology fan already sight set bouncing back australia # thaigp |","rain , pours downbeat felt owed apology fan already sight set bouncing back australia |",thaigp ,fabioq20 ,MotoGP,697,62,188,34
raining crab dog buriram ! # thaigp,raining crab dog buriram !,thaigp ,,MotoGP,1029,192,81,12
dancing rain 200mph ! better way put end # thaigp watching rider slow motion # motogp |,dancing rain 200mph ! better way put end watching rider slow motion |,thaigp  motogp ,,MotoGP,232,20,167,31
10 lap going dry ! wrong prediction @ riccardorossi54 certainly blast watching top 3 # moto3 rider react crazy # moto2 race start # thaigp,10 lap going dry ! wrong prediction certainly blast watching top 3 rider react crazy race start,moto3  moto2  thaigp ,riccardorossi54 ,MotoGP,483,44,210,36
rain spoil fun ! close look memorable return thailand best shot weekend ! # thaigp |,rain spoil fun ! close look memorable return thailand best shot weekend ! |,thaigp ,,MotoGP,174,12,162,29
"magnificent saturday rookie , sunday go poleman expected bezz explains disappointment race went also penalty # thaigp |","magnificent saturday rookie , sunday go poleman expected bezz explains disappointment race went also penalty |",thaigp ,,MotoGP,166,14,224,37
beast still hunt ! @ bestia23 weighs chance phillip island inch closer title contender # thaigp |,beast still hunt ! weighs chance phillip island inch closer title contender |,thaigp ,bestia23 ,MotoGP,187,17,176,31
difficult understand maio meregalli draw comparison indonesia insists investigation needed pinpoint cause @ fabioq20 's struggle # thaigp |,difficult understand maio meregalli draw comparison indonesia insists investigation needed pinpoint cause 's struggle |,thaigp ,fabioq20,MotoGP,321,39,219,32
jumping week like ... # thaigp # mondaymotivation,jumping week like ...,thaigp  mondaymotivation ,,MotoGP,2520,143,86,11
two point split top two 20 point split top three 40 point split top five three race go ... see australia # motogp,two point split top two 20 point split top three 40 point split top five three race go ... see australia,motogp ,,MotoGP,2156,223,167,29
confident maverick vinales gutted yamaha bunch find tricky # thaigp treated premier class rider # motogp |,confident maverick vinales gutted yamaha bunch find tricky treated premier class rider |,thaigp  motogp ,,MotoGP,131,11,171,29
bit much accept issue behind clash @ bradbinder_33 ? @ aleixespargaro reveals talk 20-point gap @ fabioq20 # thaigp |,bit much accept issue behind clash ? reveals talk 20-point gap |,thaigp ,bradbinder_33 aleixespargaro  fabioq20 ,MotoGP,154,13,218,37
"# motogp race started later expected wait absolutely worth ! missed , quick look catch best bit # thaigp !","race started later expected wait absolutely worth ! missed , quick look catch best bit !",motogp  thaigp ,,MotoGP,366,28,204,38
